index,word1,word2,word3,word4,dataset_name,part,id1,id2,id3,id4,id_num
99,Berlin,Germany,Oslo,Norway,capital-common-countries,semantic,[4068],[2762],[9977],[5120],4
100,Berlin,Germany,Ottawa,Canada,capital-common-countries,semantic,[4068],[2762],[8166],[2710],4
101,Berlin,Germany,Paris,France,capital-common-countries,semantic,[4068],[2762],[3000],[2605],4
102,Berlin,Germany,Rome,Italy,capital-common-countries,semantic,[4068],[2762],[4199],[3304],4
103,Berlin,Germany,Stockholm,Sweden,capital-common-countries,semantic,[4068],[2762],[8947],[4701],4
104,Berlin,Germany,Tehran,Iran,capital-common-countries,semantic,[4068],[2762],[13503],[4238],4
105,Berlin,Germany,Tokyo,Japan,capital-common-countries,semantic,[4068],[2762],[5522],[2900],4
106,Berlin,Germany,Athens,Greece,capital-common-countries,semantic,[4068],[2762],[7571],[5483],4
107,Berlin,Germany,Baghdad,Iraq,capital-common-countries,semantic,[4068],[2762],[13952],[5712],4
108,Berlin,Germany,Bangkok,Thailand,capital-common-countries,semantic,[4068],[2762],[12627],[6504],4
109,Berlin,Germany,Beijing,China,capital-common-countries,semantic,[4068],[2762],[7211],[2859],4
110,Bern,Switzerland,Cairo,Egypt,capital-common-countries,semantic,[16595],[5288],[11096],[5279],4
111,Bern,Switzerland,Canberra,Australia,capital-common-countries,semantic,[16595],[5288],[13107],[2660],4
112,Bern,Switzerland,Hanoi,Vietnam,capital-common-countries,semantic,[16595],[5288],[24809],[5148],4
113,Bern,Switzerland,Havana,Cuba,capital-common-countries,semantic,[16595],[5288],[15278],[7394],4
114,Bern,Switzerland,Helsinki,Finland,capital-common-countries,semantic,[16595],[5288],[12331],[6435],4
115,Bern,Switzerland,Islamabad,Pakistan,capital-common-countries,semantic,[16595],[5288],[26905],[4501],4
116,Bern,Switzerland,Kabul,Afghanistan,capital-common-countries,semantic,[16595],[5288],[21073],[7041],4
117,Bern,Switzerland,London,England,capital-common-countries,semantic,[16595],[5288],[2414],[2563],4
118,Bern,Switzerland,Madrid,Spain,capital-common-countries,semantic,[16595],[5288],[6921],[3577],4
119,Bern,Switzerland,Moscow,Russia,capital-common-countries,semantic,[16595],[5288],[4924],[3607],4
120,Bern,Switzerland,Oslo,Norway,capital-common-countries,semantic,[16595],[5288],[9977],[5120],4
121,Bern,Switzerland,Ottawa,Canada,capital-common-countries,semantic,[16595],[5288],[8166],[2710],4
122,Bern,Switzerland,Paris,France,capital-common-countries,semantic,[16595],[5288],[3000],[2605],4
123,Bern,Switzerland,Rome,Italy,capital-common-countries,semantic,[16595],[5288],[4199],[3304],4
124,Bern,Switzerland,Stockholm,Sweden,capital-common-countries,semantic,[16595],[5288],[8947],[4701],4
125,Bern,Switzerland,Tehran,Iran,capital-common-countries,semantic,[16595],[5288],[13503],[4238],4
126,Bern,Switzerland,Tokyo,Japan,capital-common-countries,semantic,[16595],[5288],[5522],[2900],4
127,Bern,Switzerland,Athens,Greece,capital-common-countries,semantic,[16595],[5288],[7571],[5483],4
128,Bern,Switzerland,Baghdad,Iraq,capital-common-countries,semantic,[16595],[5288],[13952],[5712],4
129,Bern,Switzerland,Bangkok,Thailand,capital-common-countries,semantic,[16595],[5288],[12627],[6504],4
130,Bern,Switzerland,Beijing,China,capital-common-countries,semantic,[16595],[5288],[7211],[2859],4
131,Bern,Switzerland,Berlin,Germany,capital-common-countries,semantic,[16595],[5288],[4068],[2762],4
132,Cairo,Egypt,Canberra,Australia,capital-common-countries,semantic,[11096],[5279],[13107],[2660],4
133,Cairo,Egypt,Hanoi,Vietnam,capital-common-countries,semantic,[11096],[5279],[24809],[5148],4
134,Cairo,Egypt,Havana,Cuba,capital-common-countries,semantic,[11096],[5279],[15278],[7394],4
135,Cairo,Egypt,Helsinki,Finland,capital-common-countries,semantic,[11096],[5279],[12331],[6435],4
136,Cairo,Egypt,Islamabad,Pakistan,capital-common-countries,semantic,[11096],[5279],[26905],[4501],4
137,Cairo,Egypt,Kabul,Afghanistan,capital-common-countries,semantic,[11096],[5279],[21073],[7041],4
138,Cairo,Egypt,London,England,capital-common-countries,semantic,[11096],[5279],[2414],[2563],4
139,Cairo,Egypt,Madrid,Spain,capital-common-countries,semantic,[11096],[5279],[6921],[3577],4
140,Cairo,Egypt,Moscow,Russia,capital-common-countries,semantic,[11096],[5279],[4924],[3607],4
141,Cairo,Egypt,Oslo,Norway,capital-common-countries,semantic,[11096],[5279],[9977],[5120],4
142,Cairo,Egypt,Ottawa,Canada,capital-common-countries,semantic,[11096],[5279],[8166],[2710],4
143,Cairo,Egypt,Paris,France,capital-common-countries,semantic,[11096],[5279],[3000],[2605],4
144,Cairo,Egypt,Rome,Italy,capital-common-countries,semantic,[11096],[5279],[4199],[3304],4
145,Cairo,Egypt,Stockholm,Sweden,capital-common-countries,semantic,[11096],[5279],[8947],[4701],4
146,Cairo,Egypt,Tehran,Iran,capital-common-countries,semantic,[11096],[5279],[13503],[4238],4
147,Cairo,Egypt,Tokyo,Japan,capital-common-countries,semantic,[11096],[5279],[5522],[2900],4
148,Cairo,Egypt,Athens,Greece,capital-common-countries,semantic,[11096],[5279],[7571],[5483],4
149,Cairo,Egypt,Baghdad,Iraq,capital-common-countries,semantic,[11096],[5279],[13952],[5712],4
150,Cairo,Egypt,Bangkok,Thailand,capital-common-countries,semantic,[11096],[5279],[12627],[6504],4
151,Cairo,Egypt,Beijing,China,capital-common-countries,semantic,[11096],[5279],[7211],[2859],4
152,Cairo,Egypt,Berlin,Germany,capital-common-countries,semantic,[11096],[5279],[4068],[2762],4
153,Cairo,Egypt,Bern,Switzerland,capital-common-countries,semantic,[11096],[5279],[16595],[5288],4
154,Canberra,Australia,Hanoi,Vietnam,capital-common-countries,semantic,[13107],[2660],[24809],[5148],4
155,Canberra,Australia,Havana,Cuba,capital-common-countries,semantic,[13107],[2660],[15278],[7394],4
156,Canberra,Australia,Helsinki,Finland,capital-common-countries,semantic,[13107],[2660],[12331],[6435],4
157,Canberra,Australia,Islamabad,Pakistan,capital-common-countries,semantic,[13107],[2660],[26905],[4501],4
158,Canberra,Australia,Kabul,Afghanistan,capital-common-countries,semantic,[13107],[2660],[21073],[7041],4
159,Canberra,Australia,London,England,capital-common-countries,semantic,[13107],[2660],[2414],[2563],4
160,Canberra,Australia,Madrid,Spain,capital-common-countries,semantic,[13107],[2660],[6921],[3577],4
161,Canberra,Australia,Moscow,Russia,capital-common-countries,semantic,[13107],[2660],[4924],[3607],4
162,Canberra,Australia,Oslo,Norway,capital-common-countries,semantic,[13107],[2660],[9977],[5120],4
163,Canberra,Australia,Ottawa,Canada,capital-common-countries,semantic,[13107],[2660],[8166],[2710],4
164,Canberra,Australia,Paris,France,capital-common-countries,semantic,[13107],[2660],[3000],[2605],4
165,Canberra,Australia,Rome,Italy,capital-common-countries,semantic,[13107],[2660],[4199],[3304],4
166,Canberra,Australia,Stockholm,Sweden,capital-common-countries,semantic,[13107],[2660],[8947],[4701],4
167,Canberra,Australia,Tehran,Iran,capital-common-countries,semantic,[13107],[2660],[13503],[4238],4
168,Canberra,Australia,Tokyo,Japan,capital-common-countries,semantic,[13107],[2660],[5522],[2900],4
169,Canberra,Australia,Athens,Greece,capital-common-countries,semantic,[13107],[2660],[7571],[5483],4
170,Canberra,Australia,Baghdad,Iraq,capital-common-countries,semantic,[13107],[2660],[13952],[5712],4
171,Canberra,Australia,Bangkok,Thailand,capital-common-countries,semantic,[13107],[2660],[12627],[6504],4
172,Canberra,Australia,Beijing,China,capital-common-countries,semantic,[13107],[2660],[7211],[2859],4
173,Canberra,Australia,Berlin,Germany,capital-common-countries,semantic,[13107],[2660],[4068],[2762],4
174,Canberra,Australia,Bern,Switzerland,capital-common-countries,semantic,[13107],[2660],[16595],[5288],4
175,Canberra,Australia,Cairo,Egypt,capital-common-countries,semantic,[13107],[2660],[11096],[5279],4
176,Hanoi,Vietnam,Havana,Cuba,capital-common-countries,semantic,[24809],[5148],[15278],[7394],4
177,Hanoi,Vietnam,Helsinki,Finland,capital-common-countries,semantic,[24809],[5148],[12331],[6435],4
178,Hanoi,Vietnam,Islamabad,Pakistan,capital-common-countries,semantic,[24809],[5148],[26905],[4501],4
179,Hanoi,Vietnam,Kabul,Afghanistan,capital-common-countries,semantic,[24809],[5148],[21073],[7041],4
180,Hanoi,Vietnam,London,England,capital-common-countries,semantic,[24809],[5148],[2414],[2563],4
181,Hanoi,Vietnam,Madrid,Spain,capital-common-countries,semantic,[24809],[5148],[6921],[3577],4
182,Hanoi,Vietnam,Moscow,Russia,capital-common-countries,semantic,[24809],[5148],[4924],[3607],4
183,Hanoi,Vietnam,Oslo,Norway,capital-common-countries,semantic,[24809],[5148],[9977],[5120],4
184,Hanoi,Vietnam,Ottawa,Canada,capital-common-countries,semantic,[24809],[5148],[8166],[2710],4
185,Hanoi,Vietnam,Paris,France,capital-common-countries,semantic,[24809],[5148],[3000],[2605],4
186,Hanoi,Vietnam,Rome,Italy,capital-common-countries,semantic,[24809],[5148],[4199],[3304],4
187,Hanoi,Vietnam,Stockholm,Sweden,capital-common-countries,semantic,[24809],[5148],[8947],[4701],4
188,Hanoi,Vietnam,Tehran,Iran,capital-common-countries,semantic,[24809],[5148],[13503],[4238],4
189,Hanoi,Vietnam,Tokyo,Japan,capital-common-countries,semantic,[24809],[5148],[5522],[2900],4
190,Hanoi,Vietnam,Athens,Greece,capital-common-countries,semantic,[24809],[5148],[7571],[5483],4
191,Hanoi,Vietnam,Baghdad,Iraq,capital-common-countries,semantic,[24809],[5148],[13952],[5712],4
192,Hanoi,Vietnam,Bangkok,Thailand,capital-common-countries,semantic,[24809],[5148],[12627],[6504],4
193,Hanoi,Vietnam,Beijing,China,capital-common-countries,semantic,[24809],[5148],[7211],[2859],4
194,Hanoi,Vietnam,Berlin,Germany,capital-common-countries,semantic,[24809],[5148],[4068],[2762],4
195,Hanoi,Vietnam,Bern,Switzerland,capital-common-countries,semantic,[24809],[5148],[16595],[5288],4
196,Hanoi,Vietnam,Cairo,Egypt,capital-common-countries,semantic,[24809],[5148],[11096],[5279],4
197,Hanoi,Vietnam,Canberra,Australia,capital-common-countries,semantic,[24809],[5148],[13107],[2660],4
198,Havana,Cuba,Helsinki,Finland,capital-common-countries,semantic,[15278],[7394],[12331],[6435],4
199,Havana,Cuba,Islamabad,Pakistan,capital-common-countries,semantic,[15278],[7394],[26905],[4501],4
200,Havana,Cuba,Kabul,Afghanistan,capital-common-countries,semantic,[15278],[7394],[21073],[7041],4
201,Havana,Cuba,London,England,capital-common-countries,semantic,[15278],[7394],[2414],[2563],4
202,Havana,Cuba,Madrid,Spain,capital-common-countries,semantic,[15278],[7394],[6921],[3577],4
203,Havana,Cuba,Moscow,Russia,capital-common-countries,semantic,[15278],[7394],[4924],[3607],4
204,Havana,Cuba,Oslo,Norway,capital-common-countries,semantic,[15278],[7394],[9977],[5120],4
205,Havana,Cuba,Ottawa,Canada,capital-common-countries,semantic,[15278],[7394],[8166],[2710],4
206,Havana,Cuba,Paris,France,capital-common-countries,semantic,[15278],[7394],[3000],[2605],4
207,Havana,Cuba,Rome,Italy,capital-common-countries,semantic,[15278],[7394],[4199],[3304],4
208,Havana,Cuba,Stockholm,Sweden,capital-common-countries,semantic,[15278],[7394],[8947],[4701],4
209,Havana,Cuba,Tehran,Iran,capital-common-countries,semantic,[15278],[7394],[13503],[4238],4
210,Havana,Cuba,Tokyo,Japan,capital-common-countries,semantic,[15278],[7394],[5522],[2900],4
211,Havana,Cuba,Athens,Greece,capital-common-countries,semantic,[15278],[7394],[7571],[5483],4
212,Havana,Cuba,Baghdad,Iraq,capital-common-countries,semantic,[15278],[7394],[13952],[5712],4
213,Havana,Cuba,Bangkok,Thailand,capital-common-countries,semantic,[15278],[7394],[12627],[6504],4
214,Havana,Cuba,Beijing,China,capital-common-countries,semantic,[15278],[7394],[7211],[2859],4
215,Havana,Cuba,Berlin,Germany,capital-common-countries,semantic,[15278],[7394],[4068],[2762],4
216,Havana,Cuba,Bern,Switzerland,capital-common-countries,semantic,[15278],[7394],[16595],[5288],4
217,Havana,Cuba,Cairo,Egypt,capital-common-countries,semantic,[15278],[7394],[11096],[5279],4
218,Havana,Cuba,Canberra,Australia,capital-common-countries,semantic,[15278],[7394],[13107],[2660],4
219,Havana,Cuba,Hanoi,Vietnam,capital-common-countries,semantic,[15278],[7394],[24809],[5148],4
220,Helsinki,Finland,Islamabad,Pakistan,capital-common-countries,semantic,[12331],[6435],[26905],[4501],4
221,Helsinki,Finland,Kabul,Afghanistan,capital-common-countries,semantic,[12331],[6435],[21073],[7041],4
222,Helsinki,Finland,London,England,capital-common-countries,semantic,[12331],[6435],[2414],[2563],4
223,Helsinki,Finland,Madrid,Spain,capital-common-countries,semantic,[12331],[6435],[6921],[3577],4
224,Helsinki,Finland,Moscow,Russia,capital-common-countries,semantic,[12331],[6435],[4924],[3607],4
225,Helsinki,Finland,Oslo,Norway,capital-common-countries,semantic,[12331],[6435],[9977],[5120],4
226,Helsinki,Finland,Ottawa,Canada,capital-common-countries,semantic,[12331],[6435],[8166],[2710],4
227,Helsinki,Finland,Paris,France,capital-common-countries,semantic,[12331],[6435],[3000],[2605],4
228,Helsinki,Finland,Rome,Italy,capital-common-countries,semantic,[12331],[6435],[4199],[3304],4
229,Helsinki,Finland,Stockholm,Sweden,capital-common-countries,semantic,[12331],[6435],[8947],[4701],4
230,Helsinki,Finland,Tehran,Iran,capital-common-countries,semantic,[12331],[6435],[13503],[4238],4
231,Helsinki,Finland,Tokyo,Japan,capital-common-countries,semantic,[12331],[6435],[5522],[2900],4
232,Helsinki,Finland,Athens,Greece,capital-common-countries,semantic,[12331],[6435],[7571],[5483],4
233,Helsinki,Finland,Baghdad,Iraq,capital-common-countries,semantic,[12331],[6435],[13952],[5712],4
234,Helsinki,Finland,Bangkok,Thailand,capital-common-countries,semantic,[12331],[6435],[12627],[6504],4
235,Helsinki,Finland,Beijing,China,capital-common-countries,semantic,[12331],[6435],[7211],[2859],4
236,Helsinki,Finland,Berlin,Germany,capital-common-countries,semantic,[12331],[6435],[4068],[2762],4
237,Helsinki,Finland,Bern,Switzerland,capital-common-countries,semantic,[12331],[6435],[16595],[5288],4
238,Helsinki,Finland,Cairo,Egypt,capital-common-countries,semantic,[12331],[6435],[11096],[5279],4
239,Helsinki,Finland,Canberra,Australia,capital-common-countries,semantic,[12331],[6435],[13107],[2660],4
240,Helsinki,Finland,Hanoi,Vietnam,capital-common-countries,semantic,[12331],[6435],[24809],[5148],4
241,Helsinki,Finland,Havana,Cuba,capital-common-countries,semantic,[12331],[6435],[15278],[7394],4
242,Islamabad,Pakistan,Kabul,Afghanistan,capital-common-countries,semantic,[26905],[4501],[21073],[7041],4
243,Islamabad,Pakistan,London,England,capital-common-countries,semantic,[26905],[4501],[2414],[2563],4
244,Islamabad,Pakistan,Madrid,Spain,capital-common-countries,semantic,[26905],[4501],[6921],[3577],4
245,Islamabad,Pakistan,Moscow,Russia,capital-common-countries,semantic,[26905],[4501],[4924],[3607],4
246,Islamabad,Pakistan,Oslo,Norway,capital-common-countries,semantic,[26905],[4501],[9977],[5120],4
247,Islamabad,Pakistan,Ottawa,Canada,capital-common-countries,semantic,[26905],[4501],[8166],[2710],4
248,Islamabad,Pakistan,Paris,France,capital-common-countries,semantic,[26905],[4501],[3000],[2605],4
249,Islamabad,Pakistan,Rome,Italy,capital-common-countries,semantic,[26905],[4501],[4199],[3304],4
250,Islamabad,Pakistan,Stockholm,Sweden,capital-common-countries,semantic,[26905],[4501],[8947],[4701],4
251,Islamabad,Pakistan,Tehran,Iran,capital-common-countries,semantic,[26905],[4501],[13503],[4238],4
252,Islamabad,Pakistan,Tokyo,Japan,capital-common-countries,semantic,[26905],[4501],[5522],[2900],4
253,Islamabad,Pakistan,Athens,Greece,capital-common-countries,semantic,[26905],[4501],[7571],[5483],4
254,Islamabad,Pakistan,Baghdad,Iraq,capital-common-countries,semantic,[26905],[4501],[13952],[5712],4
255,Islamabad,Pakistan,Bangkok,Thailand,capital-common-countries,semantic,[26905],[4501],[12627],[6504],4
256,Islamabad,Pakistan,Beijing,China,capital-common-countries,semantic,[26905],[4501],[7211],[2859],4
257,Islamabad,Pakistan,Berlin,Germany,capital-common-countries,semantic,[26905],[4501],[4068],[2762],4
258,Islamabad,Pakistan,Bern,Switzerland,capital-common-countries,semantic,[26905],[4501],[16595],[5288],4
259,Islamabad,Pakistan,Cairo,Egypt,capital-common-countries,semantic,[26905],[4501],[11096],[5279],4
260,Islamabad,Pakistan,Canberra,Australia,capital-common-countries,semantic,[26905],[4501],[13107],[2660],4
261,Islamabad,Pakistan,Hanoi,Vietnam,capital-common-countries,semantic,[26905],[4501],[24809],[5148],4
262,Islamabad,Pakistan,Havana,Cuba,capital-common-countries,semantic,[26905],[4501],[15278],[7394],4
263,Islamabad,Pakistan,Helsinki,Finland,capital-common-countries,semantic,[26905],[4501],[12331],[6435],4
264,Kabul,Afghanistan,London,England,capital-common-countries,semantic,[21073],[7041],[2414],[2563],4
265,Kabul,Afghanistan,Madrid,Spain,capital-common-countries,semantic,[21073],[7041],[6921],[3577],4
266,Kabul,Afghanistan,Moscow,Russia,capital-common-countries,semantic,[21073],[7041],[4924],[3607],4
267,Kabul,Afghanistan,Oslo,Norway,capital-common-countries,semantic,[21073],[7041],[9977],[5120],4
268,Kabul,Afghanistan,Ottawa,Canada,capital-common-countries,semantic,[21073],[7041],[8166],[2710],4
269,Kabul,Afghanistan,Paris,France,capital-common-countries,semantic,[21073],[7041],[3000],[2605],4
270,Kabul,Afghanistan,Rome,Italy,capital-common-countries,semantic,[21073],[7041],[4199],[3304],4
271,Kabul,Afghanistan,Stockholm,Sweden,capital-common-countries,semantic,[21073],[7041],[8947],[4701],4
