index,word1,word2,simi,dataset_name
449,lizard,snake,0.56,men3000
2002,pigeon,round,-0.28,men3000
2616,porch,pug,-0.64,men3000
84,flight,plane,0.8,men3000
941,gull,stork,0.32000000000000006,men3000
961,cold,hot,0.32000000000000006,men3000
841,chocolate,strawberry,0.3999999999999999,men3000
1326,born,daughter,0.1200000000000001,men3000
2378,blue,swing,-0.52,men3000
2430,bathroom,dude,-0.56,men3000
1373,sailing,sunk,0.08000000000000007,men3000
290,aircraft,flying,0.6399999999999999,men3000
1867,cow,pregnancy,-0.19999999999999996,men3000
1554,door,kitchen,-0.040000000000000036,men3000
604,dessert,sweet,0.48,men3000
2032,interior,toys,-0.31999999999999995,men3000
916,potatoes,rice,0.3600000000000001,men3000
2632,daughter,graphic,-0.64,men3000
2337,rope,shore,-0.48,men3000
2098,fabric,handle,-0.36,men3000
2437,fashion,handwriting,-0.56,men3000
821,restaurant,shop,0.3999999999999999,men3000
2469,living,stitches,-0.56,men3000
1000,foliage,rose,0.32000000000000006,men3000
1703,dark,pink,-0.12,men3000
18,cemetery,graveyard,0.8799999999999999,men3000
1777,cute,mom,-0.16000000000000003,men3000
1208,fun,idea,0.19999999999999996,men3000
2560,bacon,wild,-0.6,men3000
1936,dessert,meat,-0.24,men3000
1718,happy,idea,-0.12,men3000
1427,children,fun,0.08000000000000007,men3000
2241,paper,vine,-0.43999999999999995,men3000
2310,feathers,reptiles,-0.48,men3000
1357,patio,stairs,0.1200000000000001,men3000
2057,bay,porch,-0.31999999999999995,men3000
360,airplane,flying,0.6399999999999999,men3000
2270,party,sailing,-0.43999999999999995,men3000
2084,blue,happy,-0.36,men3000
1564,porch,wall,-0.040000000000000036,men3000
344,bath,washing,0.6399999999999999,men3000
986,decoration,wood,0.32000000000000006,men3000
1260,boardwalk,park,0.15999999999999992,men3000
1713,rock,sing,-0.12,men3000
1720,breakfast,sitting,-0.12,men3000
2646,left,night,-0.64,men3000
2886,hill,rust,-0.8,men3000
1575,fungi,rust,-0.040000000000000036,men3000
85,smoke,smoking,0.8,men3000
2063,lake,town,-0.31999999999999995,men3000
668,costumes,wig,0.48,men3000
1014,brown,red,0.28,men3000
128,highway,traffic,0.76,men3000
1873,bed,patio,-0.19999999999999996,men3000
1146,girls,sexy,0.24,men3000
891,colour,orange,0.3600000000000001,men3000
2471,dripping,rust,-0.56,men3000
307,pregnant,women,0.6399999999999999,men3000
383,giraffe,zebra,0.6000000000000001,men3000
1833,couple,males,-0.19999999999999996,men3000
1127,orange,raspberry,0.24,men3000
426,building,tall,0.6000000000000001,men3000
494,carrots,salad,0.56,men3000
1565,dropped,hanging,-0.040000000000000036,men3000
2791,purple,twigs,-0.72,men3000
2611,action,whiskers,-0.64,men3000
1251,kitty,licking,0.15999999999999992,men3000
1295,birds,dragonfly,0.1200000000000001,men3000
275,harbour,sea,0.6799999999999999,men3000
489,rust,rusty,0.56,men3000
1957,breakfast,evening,-0.28,men3000
690,feathers,nest,0.48,men3000
2051,branch,tea,-0.31999999999999995,men3000
2238,garden,smoke,-0.43999999999999995,men3000
1242,amphibians,birds,0.15999999999999992,men3000
2673,shed,traffic,-0.64,men3000
2079,happy,toes,-0.36,men3000
1058,apple,dessert,0.28,men3000
118,game,hockey,0.76,men3000
1995,stripes,violet,-0.28,men3000
2285,happy,walk,-0.43999999999999995,men3000
281,beach,coast,0.6799999999999999,men3000
2807,brick,dress,-0.72,men3000
2335,beer,wild,-0.48,men3000
2762,makeup,square,-0.72,men3000
2945,bike,hummingbird,-0.84,men3000
1179,feel,kiss,0.19999999999999996,men3000
1602,bedroom,staircase,-0.040000000000000036,men3000
2116,line,underground,-0.36,men3000
304,tree,twigs,0.6399999999999999,men3000
1844,dark,red,-0.19999999999999996,men3000
1356,bacon,potatoes,0.1200000000000001,men3000
2436,military,reflection,-0.56,men3000
575,dawn,dusk,0.52,men3000
1871,makeup,people,-0.19999999999999996,men3000
2845,party,sunk,-0.76,men3000
2623,poster,tank,-0.64,men3000
1417,collar,skirt,0.08000000000000007,men3000
1795,brick,interior,-0.16000000000000003,men3000
843,dusk,sunrise,0.3999999999999999,men3000
2812,automobile,fabric,-0.72,men3000
269,crow,feathers,0.6799999999999999,men3000
629,bathroom,room,0.48,men3000
1033,hotel,house,0.28,men3000
286,daughter,son,0.6399999999999999,men3000
2211,outfit,signed,-0.4,men3000
300,berry,fruit,0.6399999999999999,men3000
1510,canine,licking,0.0,men3000
1811,dessert,pepper,-0.16000000000000003,men3000
65,skate,skating,0.8,men3000
2397,dirty,dude,-0.52,men3000
890,brown,orange,0.3600000000000001,men3000
1767,breakfast,hotel,-0.16000000000000003,men3000
1731,band,outfit,-0.12,men3000
1376,day,weather,0.08000000000000007,men3000
230,man,women,0.6799999999999999,men3000
503,painted,portrait,0.56,men3000
2459,match,moss,-0.56,men3000
1350,happy,sexy,0.1200000000000001,men3000
1444,bench,boardwalk,0.040000000000000036,men3000
2551,feathers,sunflower,-0.6,men3000
1004,fruit,nuts,0.32000000000000006,men3000
836,sailing,shore,0.3999999999999999,men3000
1588,garden,kitchen,-0.040000000000000036,men3000
374,color,yellow,0.6000000000000001,men3000
1352,painted,sculpture,0.1200000000000001,men3000
2110,circle,snake,-0.36,men3000
1786,ceramic,colour,-0.16000000000000003,men3000
1803,model,toes,-0.16000000000000003,men3000
2071,desk,match,-0.31999999999999995,men3000
751,skyline,skyscraper,0.43999999999999995,men3000
99,grapes,vine,0.76,men3000
1723,beads,gold,-0.12,men3000
866,guitar,sing,0.3600000000000001,men3000
910,cherry,orange,0.3600000000000001,men3000
2009,garage,garden,-0.28,men3000
529,sunny,weather,0.52,men3000
636,black,blue,0.48,men3000
185,bloom,tulip,0.72,men3000
1187,bloom,twigs,0.19999999999999996,men3000
1971,ruins,tower,-0.28,men3000
931,art,exhibition,0.3600000000000001,men3000
1381,bed,sitting,0.08000000000000007,men3000
2295,industrial,lake,-0.43999999999999995,men3000
2382,bath,wine,-0.52,men3000
2401,frog,poppy,-0.52,men3000
1999,dawn,snow,-0.28,men3000
607,mushrooms,tomato,0.48,men3000
2896,kitchen,wedding,-0.8,men3000
151,orange,peel,0.72,men3000
1283,bacon,dessert,0.15999999999999992,men3000
2262,bag,wire,-0.43999999999999995,men3000
731,green,red,0.43999999999999995,men3000
1337,chain,store,0.1200000000000001,men3000
1598,bedroom,stairs,-0.040000000000000036,men3000
2840,cake,rusty,-0.76,men3000
23,frozen,ice,0.8799999999999999,men3000
2857,ink,tropical,-0.76,men3000
158,dinner,restaurant,0.72,men3000
861,metro,subway,0.3600000000000001,men3000
902,cliff,coast,0.3600000000000001,men3000
2655,smoking,vine,-0.64,men3000
2937,meat,moon,-0.84,men3000
444,art,sculpture,0.56,men3000
2938,potatoes,skating,-0.84,men3000
754,car,parking,0.43999999999999995,men3000
923,bed,breakfast,0.3600000000000001,men3000
2970,chess,cigarette,-0.88,men3000
2102,ruins,valley,-0.36,men3000
311,animals,zoo,0.6399999999999999,men3000
548,eyes,iris,0.52,men3000
1945,miniature,painted,-0.24,men3000
1456,glittering,scenery,0.040000000000000036,men3000
306,burger,sandwich,0.6399999999999999,men3000
287,car,motor,0.6399999999999999,men3000
694,green,pink,0.48,men3000
308,rain,weather,0.6399999999999999,men3000
2320,circle,sports,-0.48,men3000
749,flying,wing,0.43999999999999995,men3000
2815,born,construction,-0.76,men3000
1239,kitchen,washing,0.15999999999999992,men3000
908,bloom,foliage,0.3600000000000001,men3000
1880,cold,washing,-0.19999999999999996,men3000
2380,quote,santa,-0.52,men3000
1406,cliff,scenery,0.08000000000000007,men3000
2494,bottle,construction,-0.56,men3000
970,bakery,cafe,0.32000000000000006,men3000
13,bakery,bread,0.9199999999999999,men3000
873,fishing,harbour,0.3600000000000001,men3000
808,light,neon,0.3999999999999999,men3000
2578,dirty,smile,-0.6,men3000
514,shop,store,0.56,men3000
2413,pin,truck,-0.52,men3000
409,coast,harbour,0.6000000000000001,men3000
2833,lego,rodents,-0.76,men3000
2259,dead,face,-0.43999999999999995,men3000
2823,jellyfish,punk,-0.76,men3000
1225,flowers,fruit,0.19999999999999996,men3000
1655,brick,porch,-0.07999999999999996,men3000
1610,deer,elephant,-0.040000000000000036,men3000
382,children,school,0.6000000000000001,men3000
2106,feathers,insects,-0.36,men3000
2187,auto,round,-0.4,men3000
1621,porch,room,-0.040000000000000036,men3000
2831,hamster,party,-0.76,men3000
552,sand,sea,0.52,men3000
222,feet,toes,0.6799999999999999,men3000
1096,interior,staircase,0.24,men3000
2754,blonde,rock,-0.72,men3000
8,camera,photography,0.96,men3000
1476,blue,fabric,0.040000000000000036,men3000
316,band,guitar,0.6399999999999999,men3000
427,burger,meat,0.6000000000000001,men3000
1985,parrot,reptiles,-0.28,men3000
105,berry,strawberry,0.76,men3000
2015,female,living,-0.28,men3000
142,bright,sunny,0.76,men3000
121,flowers,plant,0.76,men3000
2371,party,scooter,-0.52,men3000
2865,kittens,travel,-0.76,men3000
1189,cold,water,0.19999999999999996,men3000
2961,rabbit,sphere,-0.84,men3000
2600,creatures,reading,-0.64,men3000
1657,deer,insects,-0.07999999999999996,men3000
115,gymnastics,sports,0.76,men3000
1405,cloud,ripples,0.08000000000000007,men3000
1511,outfit,punk,0.0,men3000
2492,camera,rally,-0.56,men3000
2797,cute,twigs,-0.72,men3000
2948,soup,wool,-0.84,men3000
1596,orange,salad,-0.040000000000000036,men3000
2889,interior,mushrooms,-0.8,men3000
672,building,skyscraper,0.48,men3000
1431,station,theatre,0.08000000000000007,men3000
2172,bright,mist,-0.4,men3000
591,roof,wall,0.52,men3000
1402,ruins,stone,0.08000000000000007,men3000
888,scenery,skyline,0.3600000000000001,men3000
1754,autumn,frost,-0.12,men3000
1366,blonde,curled,0.08000000000000007,men3000
2396,lunch,sunshine,-0.52,men3000
213,eggs,nest,0.6799999999999999,men3000
2007,demolition,interior,-0.28,men3000
2148,abstract,feel,-0.36,men3000
800,banana,cherry,0.3999999999999999,men3000
2480,belly,stripes,-0.56,men3000
2439,blurred,metro,-0.56,men3000
2283,cop,gravestone,-0.43999999999999995,men3000
2662,couple,square,-0.64,men3000
2711,garbage,jean,-0.6799999999999999,men3000
273,cactus,plant,0.6799999999999999,men3000
71,splash,swimming,0.8,men3000
1789,sweet,vine,-0.16000000000000003,men3000
1087,glittering,sunshine,0.24,men3000
394,figure,skating,0.6000000000000001,men3000
583,bread,eat,0.52,men3000
2080,bathroom,stairs,-0.36,men3000
1980,crystal,dirt,-0.28,men3000
500,brick,construction,0.56,men3000
2014,fungi,insects,-0.28,men3000
2223,husky,played,-0.43999999999999995,men3000
2979,construction,violet,-0.88,men3000
2740,clock,stripes,-0.72,men3000
2318,orange,shop,-0.48,men3000
1259,beauty,peacock,0.15999999999999992,men3000
1742,band,track,-0.12,men3000
205,guitar,piano,0.72,men3000
733,canine,pets,0.43999999999999995,men3000
2502,chopper,window,-0.56,men3000
526,ceiling,floor,0.52,men3000
1375,cottage,garden,0.08000000000000007,men3000
898,rail,station,0.3600000000000001,men3000
377,van,vehicle,0.6000000000000001,men3000
1726,foliage,violet,-0.12,men3000
2682,licking,origami,-0.6799999999999999,men3000
2722,book,ceramic,-0.6799999999999999,men3000
386,heart,love,0.6000000000000001,men3000
198,bloom,rose,0.72,men3000
1050,chicken,lamb,0.28,men3000
590,day,dusk,0.52,men3000
519,city,urban,0.52,men3000
2950,lion,square,-0.84,men3000
429,summer,weather,0.6000000000000001,men3000
1083,guy,sports,0.24,men3000
207,cat,paws,0.72,men3000
491,goose,swan,0.56,men3000
1609,sketch,texture,-0.040000000000000036,men3000
2912,breakfast,staircase,-0.8,men3000
792,art,work,0.3999999999999999,men3000
2019,collection,work,-0.31999999999999995,men3000
1186,punk,rock,0.19999999999999996,men3000
1185,chicken,salad,0.19999999999999996,men3000
2181,art,christmas,-0.4,men3000
1340,porch,window,0.1200000000000001,men3000
2232,eggs,family,-0.43999999999999995,men3000
83,fruit,strawberry,0.8,men3000
2369,lamb,lantern,-0.52,men3000
2226,basket,moss,-0.43999999999999995,men3000
20,sun,sunshine,0.8799999999999999,men3000
1378,eat,sweet,0.08000000000000007,men3000
1558,hummingbird,mammals,-0.040000000000000036,men3000
1938,dolls,new,-0.24,men3000
2837,baseball,cheetah,-0.76,men3000
1937,morning,sitting,-0.24,men3000
973,bright,dark,0.32000000000000006,men3000
2789,restaurant,violet,-0.72,men3000
883,shade,sun,0.3600000000000001,men3000
1098,dirt,racing,0.24,men3000
156,bloom,flowers,0.72,men3000
2276,dark,stripes,-0.43999999999999995,men3000
886,strawberry,tomato,0.3600000000000001,men3000
2998,bikini,pizza,-0.96,men3000
1591,hawk,reptiles,-0.040000000000000036,men3000
2478,body,miniature,-0.56,men3000
2717,sea,sing,-0.6799999999999999,men3000
2534,lens,storm,-0.6,men3000
2117,metro,television,-0.36,men3000
1472,fruit,potatoes,0.040000000000000036,men3000
2648,green,number,-0.64,men3000
458,bay,sea,0.56,men3000
2498,hair,lizard,-0.56,men3000
78,pool,swimming,0.8,men3000
2914,carrots,city,-0.8,men3000
1056,cooking,diner,0.28,men3000
906,concert,sing,0.3600000000000001,men3000
1563,black,skirt,-0.040000000000000036,men3000
2426,creatures,grey,-0.52,men3000
2696,ceramic,ocean,-0.6799999999999999,men3000
380,kids,mom,0.6000000000000001,men3000
947,glittering,sky,0.32000000000000006,men3000
1712,ivy,wall,-0.12,men3000
2756,mammals,yellow,-0.72,men3000
715,dress,shirt,0.48,men3000
1913,desk,white,-0.24,men3000
686,art,painting,0.48,men3000
2670,horse,sweet,-0.64,men3000
1293,city,downtown,0.15999999999999992,men3000
305,kiss,lips,0.6399999999999999,men3000
209,blue,sky,0.72,men3000
2011,family,old,-0.28,men3000
2221,fire,movie,-0.43999999999999995,men3000
2975,guitar,nude,-0.88,men3000
1537,sing,written,0.0,men3000
885,pepper,salad,0.3600000000000001,men3000
1859,camel,outdoor,-0.19999999999999996,men3000
917,cloud,sunshine,0.3600000000000001,men3000
1886,glittering,night,-0.19999999999999996,men3000
1660,footprint,tiles,-0.07999999999999996,men3000
191,lily,plant,0.72,men3000
1747,shade,twigs,-0.12,men3000
2131,dirty,tears,-0.36,men3000
1265,flowers,purple,0.15999999999999992,men3000
483,green,violet,0.56,men3000
915,concert,piano,0.3600000000000001,men3000
2599,licking,stop,-0.64,men3000
277,red,violet,0.6799999999999999,men3000
988,art,collage,0.32000000000000006,men3000
1987,architecture,table,-0.28,men3000
1894,flamingo,insects,-0.19999999999999996,men3000
1869,game,rocket,-0.19999999999999996,men3000
571,hummingbird,stork,0.52,men3000
993,ivy,oak,0.32000000000000006,men3000
2795,bicycle,handwriting,-0.72,men3000
2946,key,misty,-0.84,men3000
585,face,smile,0.52,men3000
2328,abstract,candles,-0.48,men3000
2993,angel,gasoline,-0.96,men3000
1349,evening,fun,0.1200000000000001,men3000
2900,leather,sunshine,-0.8,men3000
674,meat,potatoes,0.48,men3000
2590,guy,hanging,-0.6,men3000
855,outfit,skirt,0.3999999999999999,men3000
447,outfit,socks,0.56,men3000
1419,match,round,0.08000000000000007,men3000
2229,guy,poodle,-0.43999999999999995,men3000
1616,palm,twigs,-0.040000000000000036,men3000
2258,game,signed,-0.43999999999999995,men3000
2821,horse,interior,-0.76,men3000
2753,haircut,pyramid,-0.72,men3000
1716,happy,morning,-0.12,men3000
2671,ancient,pod,-0.64,men3000
1247,restaurant,room,0.15999999999999992,men3000
294,shadow,sunlight,0.6399999999999999,men3000
588,mural,painted,0.52,men3000
1281,wet,winter,0.15999999999999992,men3000
1422,lighthouse,wall,0.08000000000000007,men3000
2349,day,horse,-0.48,men3000
1426,flowers,weather,0.08000000000000007,men3000
2252,aircraft,asphalt,-0.43999999999999995,men3000
425,cafe,pub,0.6000000000000001,men3000
534,pets,poodle,0.52,men3000
1054,bar,diner,0.28,men3000
1864,baseball,show,-0.19999999999999996,men3000
2504,hanging,stop,-0.56,men3000
1425,hot,spring,0.08000000000000007,men3000
132,snow,winter,0.76,men3000
1837,bright,fruit,-0.19999999999999996,men3000
1825,decoration,twigs,-0.16000000000000003,men3000
421,feel,happy,0.6000000000000001,men3000
2658,dancers,rusty,-0.64,men3000
2028,night,stop,-0.31999999999999995,men3000
2989,cafe,lizard,-0.92,men3000
1368,porch,staircase,0.08000000000000007,men3000
556,colour,purple,0.52,men3000
2043,bicycle,green,-0.31999999999999995,men3000
1486,beef,pepper,0.040000000000000036,men3000
2679,bedroom,feline,-0.6799999999999999,men3000
570,bathroom,bedroom,0.52,men3000
352,noodles,rice,0.6399999999999999,men3000
91,dog,terrier,0.8,men3000
2562,collar,tiger,-0.6,men3000
2533,boys,gate,-0.6,men3000
1170,colorful,outfit,0.19999999999999996,men3000
2248,animals,hand,-0.43999999999999995,men3000
1285,day,lunch,0.15999999999999992,men3000
1702,blue,skirt,-0.12,men3000
1468,cherry,sweet,0.040000000000000036,men3000
1907,blonde,dark,-0.24,men3000
1477,guy,sexy,0.040000000000000036,men3000
697,feathers,hummingbird,0.48,men3000
2506,cute,dirty,-0.56,men3000
348,escalator,stairs,0.6399999999999999,men3000
1644,living,males,-0.07999999999999996,men3000
2346,can,sketch,-0.48,men3000
2431,painted,puddle,-0.56,men3000
2168,restaurant,scenery,-0.4,men3000
1137,dawn,misty,0.24,men3000
1797,cliff,sand,-0.16000000000000003,men3000
1544,harbour,sunk,0.0,men3000
2836,camel,highway,-0.76,men3000
2820,locked,misty,-0.76,men3000
1339,mushrooms,pepper,0.1200000000000001,men3000
2490,skirt,wig,-0.56,men3000
453,eat,soup,0.56,men3000
913,line,railway,0.3600000000000001,men3000
1199,cherry,dessert,0.19999999999999996,men3000
1274,nuts,sunflower,0.15999999999999992,men3000
1866,mammals,nest,-0.19999999999999996,men3000
37,bath,bathroom,0.8400000000000001,men3000
974,building,floor,0.32000000000000006,men3000
2770,bloom,friends,-0.72,men3000
983,arch,roof,0.32000000000000006,men3000
1805,cliff,shore,-0.16000000000000003,men3000
1961,porch,ruins,-0.28,men3000
1418,cottage,sleep,0.08000000000000007,men3000
1284,floor,stairs,0.15999999999999992,men3000
39,cat,kitty,0.8400000000000001,men3000
2540,furniture,nature,-0.6,men3000
169,frost,winter,0.72,men3000
1355,color,shade,0.1200000000000001,men3000
737,jacket,socks,0.43999999999999995,men3000
1590,cute,haircut,-0.040000000000000036,men3000
2699,lingerie,underground,-0.6799999999999999,men3000
1897,skateboard,swimsuit,-0.19999999999999996,men3000
634,dripping,rain,0.48,men3000
2647,small,valley,-0.64,men3000
1918,soup,sweet,-0.24,men3000
1290,licking,paws,0.15999999999999992,men3000
1380,brown,feathers,0.08000000000000007,men3000
579,cattle,farm,0.52,men3000
328,kitchen,room,0.6399999999999999,men3000
1642,friends,night,-0.07999999999999996,men3000
892,harbour,ship,0.3600000000000001,men3000
1849,object,scooter,-0.19999999999999996,men3000
780,blue,green,0.43999999999999995,men3000
159,swim,swimming,0.72,men3000
1545,dude,sexy,0.0,men3000
1933,cone,palm,-0.24,men3000
2978,bible,misty,-0.88,men3000
61,birds,hummingbird,0.8,men3000
849,fun,game,0.3999999999999999,men3000
2129,ford,wall,-0.36,men3000
2892,reading,seagull,-0.8,men3000
1043,foliage,tulip,0.28,men3000
2496,computer,railway,-0.56,men3000
2260,friends,sexy,-0.43999999999999995,men3000
2121,dude,husky,-0.36,men3000
1070,game,played,0.28,men3000
53,bright,sun,0.8,men3000
258,face,lips,0.6799999999999999,men3000
505,beard,face,0.56,men3000
752,cheetah,giraffe,0.43999999999999995,men3000
1978,autumn,daffodils,-0.28,men3000
2947,cafe,frog,-0.84,men3000
2410,mill,wild,-0.52,men3000
1517,chicken,mammals,0.0,men3000
2997,muscle,tulip,-0.96,men3000
2273,building,sandwich,-0.43999999999999995,men3000
1389,gull,reptiles,0.08000000000000007,men3000
1266,hill,path,0.15999999999999992,men3000
2466,moon,mushrooms,-0.56,men3000
1711,pink,skirt,-0.12,men3000
771,canyon,valley,0.43999999999999995,men3000
2802,mallard,poster,-0.72,men3000
1807,shore,waterfall,-0.16000000000000003,men3000
2685,monkeys,pumpkin,-0.6799999999999999,men3000
1085,cold,rain,0.24,men3000
2257,makeup,old,-0.43999999999999995,men3000
1532,floor,skyscraper,0.0,men3000
1325,bloom,pink,0.1200000000000001,men3000
2119,relaxed,restaurant,-0.36,men3000
1812,dinner,room,-0.16000000000000003,men3000
1714,action,truck,-0.12,men3000
2034,blue,socks,-0.31999999999999995,men3000
2423,baseball,rainbow,-0.52,men3000
2434,lawn,sleep,-0.56,men3000
1681,lamb,mother,-0.07999999999999996,men3000
2227,pin,wing,-0.43999999999999995,men3000
1163,station,underground,0.19999999999999996,men3000
963,bright,star,0.32000000000000006,men3000
2902,brick,rabbit,-0.8,men3000
1662,city,lamp,-0.07999999999999996,men3000
398,feathers,stork,0.6000000000000001,men3000
584,dinner,evening,0.52,men3000
948,orange,pink,0.32000000000000006,men3000
704,coffee,mug,0.48,men3000
431,cemetery,grave,0.6000000000000001,men3000
292,metro,train,0.6399999999999999,men3000
145,hill,mountain,0.72,men3000
323,colour,red,0.6399999999999999,men3000
2108,alley,punk,-0.36,men3000
1165,dude,friends,0.19999999999999996,men3000
1452,bathroom,bed,0.040000000000000036,men3000
2,river,water,0.96,men3000
576,building,downtown,0.52,men3000
2657,daffodils,frost,-0.64,men3000
339,foliage,petals,0.6399999999999999,men3000
2539,stickers,track,-0.6,men3000
2935,female,square,-0.84,men3000
925,blonde,girls,0.3600000000000001,men3000
265,sky,sunrise,0.6799999999999999,men3000
376,bright,sunlight,0.6000000000000001,men3000
2022,played,spiral,-0.31999999999999995,men3000
1463,marble,wall,0.040000000000000036,men3000
271,splash,swim,0.6799999999999999,men3000
696,dog,husky,0.48,men3000
2973,hot,zombie,-0.88,men3000
244,guitar,musicians,0.6799999999999999,men3000
2813,gun,picture,-0.72,men3000
476,surf,surfers,0.56,men3000
2785,airplane,guitar,-0.72,men3000
2843,cheetah,flame,-0.76,men3000
2298,stripes,train,-0.43999999999999995,men3000
2448,patio,women,-0.56,men3000
2783,berry,flying,-0.72,men3000
2953,gun,quote,-0.84,men3000
2982,children,ford,-0.88,men3000
2159,chess,family,-0.4,men3000
250,airplane,plane,0.6799999999999999,men3000
413,cloud,rain,0.6000000000000001,men3000
545,pets,puppy,0.52,men3000
1193,door,interior,0.19999999999999996,men3000
738,blue,red,0.43999999999999995,men3000
310,feathers,hawk,0.6399999999999999,men3000
1979,hotel,sand,-0.28,men3000
893,violet,yellow,0.3600000000000001,men3000
1131,bag,pillow,0.24,men3000
1449,lunch,sitting,0.040000000000000036,men3000
2907,paws,theatre,-0.8,men3000
15,grass,lawn,0.9199999999999999,men3000
1950,dew,sunshine,-0.28,men3000
721,movie,television,0.43999999999999995,men3000
